text,sentiment,aspect
"We are currently staying at the Cinnamon Grand and are already disappointed with their service. I hate to see them start bullying us when we complain or give constructive criticism of their product or service. This happened to my husband and me at the Coffee Stop and the Tea Lounge. They point us to the other staff whenever they see us coming there or passing through that. I have seen with my own eyes some show us to other guests and talk about us. This is like �Kopi Kade�. It is disgusting and unprofessional. This indicates that they cannot take any complaints and start bullying the guest. I stopped going to Coffee Stop, Tea Lounge (for half of my stay) and, in the end, Plates because I felt very uncomfortable. I came here for a holiday, but they ruined everything. I was like in quarantine. I never wanted to go here for the holidays, but due to business commitments, we decided to come here. When we try to be friendly with everyone, they try to take advantage of us. At one point, one of the staff members commented on my appearance. It is none of his business, and it is bullying. I am not sure where HR stands in Cinnamon because, from my experience, they also do not have proper knowledge and training. Also, one of the managers told my husband that �he does not like coffee from a coffee stop, give him one from here (Tea Lounge)�. There is a way to say rather than like a waiter in a corner tea shop. Ultimately, we are guests and customers, not come here on Cinnamon credit. Hotel School staff and Managers need serious training on bullying, discrimination and customer service. When one of the female staff (Hotel school trainee) made an offensive comment about my husband, HR did not take it seriously, showing their poor knowledge. As a female, I am so ashamed that females do these types of things, and in some situations, they raise their voices at my husband. They need to know the way to talk to a guest. There are apprentices and trainees work overseas but have never seen such unprofessional trainees like from Hotel School. Also, what Managers at Cinnamon do is cover up everyone�s mistakes rather than solving and taking necessary actions. This is not good leadership. They all need to have training from foreign trainers rather than Local trainers as they all adopt the colonial mentality. It is better to get training from a Navy Seal Commander because they always say one of the most powerful things to tell by a leader is to say, �I screwed up�, and then only others will learn to tell the truth.

Further, my husband saw a hair in one of the green chutneys he took, and he pointed out that to the chef. He looked at it and said this was probably from a guest and gave his plate to a junior chef. They removed the hair and gave back his plate. That is very unhygienic. He would have removed the whole plate, given the guest a new one and helped him get the food he had on his plate. Another problem in this scenario is that they are teaching the wrong strategies to the junior staff.

Also, when we pay our account via bank, it takes a week to allocate the payment even after sending the payment receipts to their email. Last time, they had no idea about our email and insisted the account was correct. So we had to waste our valuable time chasing this again, and only they managed to allocate the payment. I worked as a Financial Controller in Hospitality Industry in Australia and am an Australian CPA-qualified Accountant, so I understand how accounts work and where the inefficiency is.

In the end, we pay to get deplorable service. We never ask for free things, but some staff ask favours from us even to get trip advisor comments. Trip advisor is to give honest feedback and not force you to do, and as a guest or customer, we can provide any input based on our experience. I feel this is a cinnamon syndrome, as they force us to write good comments where we go. I have been travelling to many countries and stayed at luxury hotels such as Langham (Melbourne), Shangri La (Sydney), The Waldorf Hilton (London), Ampersand (London), Park Plaza West Minister Bridge London, Marriot (New York), Hilton (Zurich), Vijitt resort (Phuket), Minor Hotels, Westin, Ayers Rock and many more. These were not gifts; we paid for everything. We never had a bad experience, and they all showed genuine hospitality. However, I feel the staff here treat White people and Sri Lankans differently, which is discrimination. Most of the Sri Lankans who visit the hotels are scared to tell their real experience or sometimes do not understand because they get treated the same way every day. Since we stayed and lived overseas, it is easy for us to tell the difference, and we also do not accept favours from anyone. I am not expecting the same service as overseas, but at least respect their guest, treat them well during their stay and stop discriminating. Some try their best to provide that service but most do not care. We planned to have family and cousins for dinner at Plates before we returned, but they ruined all that, and we are not in the mood to do that now. We decided to stay here because we are renovating our property close to Cinnamon Grand. So, as I said before, admit you screwed up.
",Negative,Service
Housekeeping staff- Suresh was was really helpful throughout our stay was on top of our every need. He made us our stay over at the Cinnamon very memorable and everything was upto the standards and sometimes exceeding,neutral,accommodation
"We went for the Sunday champagne brunch last week and had an amazing time. The food was 5 star, as was the bubbly! We were looked after by the amazing staff from Plates buffet restaurant especially Maxi and Miuiru who always ensured our glasses were full and our plates cleared. They served us with happy smiley faces and great humour. We are returning again this weekend !!",positive,"service ,food "
"We had an amazing experience at Plates, where they offer a dinner buffet. The buffet itself has a vast spread and our servers were kind and more than willing to help us, especially Sameera, Meuru and Asmal. Overall it was an amazing dining experience. The food was flavorful and the staff friendly!",positive,"staff ,accommodation "
"Super warm and friendly staff who go above and beyond for your comfort. Shout out to Sameera, Meuru, and Asmal for their exceptional hospitality during the dinner buffet at Plates, which is very reasonably priced. Delicious and mouthwatering options ti satisfy each and every one of your cravings!",neutral,service
We have been at Cinnamon Grand for a dinner. Super friendly service offered by staff especially Sameera and Meuru. Definitely recommend for a visit and meal at international buffet for ones who are near Colombo.,positive,"service ,food"
"We had a great wonderful experience at the cinnamon grand hotel. The staff at this tea lounge area are all great. We had high tea platter. Food is excellent. So we impressed with the quality of the food and beverages. Specially we loved ice coffee. I would recommend this place for high tea.
Keep it up guys ??",positive,"food,staff "
A very nice and luxury hotell. My room very well cleaned by room boy Priyanjith (supervisior Upul). Many nice restaurants at the hotell and overall very friendly staff. Also a fantastic breakfast with so many things to choose beteeen. Recommended!,positive,"room,accommodation "
We are currently staying in Cinnamon Grand and they are service is really poor. They just even reduced the internet speed and I had to ask the FO staff to check the Internet. Staff members here is they just bully when you raised their poor service issue. Not sure when they try to improve their service. I was staying since October 6th and leaving on 29th of November and we did terrible mistake to stay in the Cinnamon Grand Colombo.,negative,service
"We love everything about this hotel but the one thing we look forward every time is being greeted by DIAS who welcomes us with the biggest smile. What makes it special for us is he remembers us. The service and help he gives each time exceeds our expectations! What an asset he is to the Cinnamon Grande. Thank you Dias for your kind service, big smile and the laughs!!",positive,service
"nissanka makes the best shisha. very good service. the food, the vibes were excellent. we had a few friends who came with us and all enjoy the shisha at breeze bar. we will be back again for all our shisha eves",positive,"food ,service "
"I recently stayed at Cinnamon Grand, a two week stay turned into a month. The stay was excellent and the variety of options for restaurants and lounges for a drink and live entertainment. Every member of the staff I interacted with was excellent and made me feel at home, after such a long stay. Too many names to mention from The executive floor team, ( Manager Bhanu), the Butlers, house keeping, door men whom I chatted with regularly. Manager Dash, you manage a great team.
This was not my first stay, and will not be my last.",positive,service
